43,3,292,161,164,346,199,97,225,234,229,16,340,67,216,309,110,222,223,279,269,150,145,388,275,255,113,224,82,156,321,270,375,277,17,72,403,152,85,221,114,322,303,231,391,96,305,290,308,295,228,266,274,261,262,254,370,246,345,282,195,181,362,193,201,141,77,276,245,170,358,194,86,284,264,251,168,272,398,278,267,49,41,24,9,103,23,101,52,57,65,130,129,122,389,258,304,54,50,352,27,121,119,117,120,126,112,116,95,59,90,88,79,108,15,11,53,48,7,69,93,22,14,84,61,56,64
744,103,3890,2005,1686,3984,2709,1462,2324,2848,2939,346,4716,541,3024,4556,2399,3024,3273,5023,4374,2114,3495,7559,4816,3815,2208,4002,1440,4674,5449,5645,7595,6442,163,1515,12215,4547,1670,5776,4686,9446,5061,7383,14159,3610,9032,12695,11777,2403,8380,10642,10966,11065,11633,23053,25351,14135,17342,15251,10632,5273,15469,10877,19006,13411,4979,26965,18872,11857,18021,17039,6241,23672,27323,20203,16994,32493,48706,37012,13213,685,819,340,99,837,170,584,467,710,443,725,899,498,5055,2179,3684,611,150,4006,174,1332,1036,886,908,1971,2119,2574,737,455,734,894,705,427,98,99,150,134,133,188,397,132,135,135,416,135,168
2345,107,3050,1697,8488,3614,4548,1161,1825,2231,2091,365,3894,1023,2185,3682,1762,2267,2262,3527,3302,1416,19489,4972,3282,2271,2858,2264,4221,2494,3067,3727,3720,3436,168,476,5220,1594,599,2243,9040,4710,3774,2332,5339,9804,3310,3519,2393,2545,1907,2901,3204,2470,3264,4917,4395,2676,4037,3624,2479,2120,4098,2295,2601,2353,636,3100,2929,1403,3311,2280,688,3600,3622,2119,1784,3493,4994,3605,3116,643,430,335,100,879,167,478,397,657,566,720,1052,501,Null,2184,Null,607,149,3633,Null,3048,1090,930,918,2553,709,744,653,393,621,401,612,389,100,98,149,133,133,187,440,135,133,135,377,Null,170
2972,1,3108,1690,1707,3549,8981,1187,4630,17435,2043,510,3966,2513,3687,3720,1788,2241,5474,3699,17017,1411,2483,5186,17984,21376,4319,2196,790,2594,10192,9931,3864,3385,158,487,5199,1621,610,7729,1508,4868,3757,10129,5385,8041,3389,3498,2396,2431,1969,14898,3255,2432,3269,5349,4491,2634,4151,5859,2477,2100,4127,2294,2608,2350,643,3129,2869,1356,3246,2269,703,3553,34278,26847,1776,3754,5119,3634,3412,762,389,328,101,780,161,549,443,668,549,738,1036,503,Null,Null,Null,590,151,3583,Null,1856,1137,934,922,1496,716,752,653,409,711,460,723,423,101,100,390,133,Null,Null,444,131,133,134,404,Null,169
3473,101,3144,1678,2006,3618,9707,1192,1874,2149,2045,828,3950,6584,2171,3724,1810,2235,2186,3537,2572,1425,2488,5148,3413,1819,4901,2195,794,2586,3171,3299,3872,3374,162,523,5226,1690,633,9949,1507,4851,3889,2642,5359,10457,3324,3582,2448,2290,1995,3124,3278,2425,3272,5224,4532,2626,4194,3913,2456,2133,4136,2371,2588,2414,372,3157,2840,1352,3221,2329,708,3605,3540,2181,1845,3783,5132,3601,3337,656,552,325,1,1159,146,545,478,672,Null,608,1030,Null,Null,Null,Null,657,152,3656,Null,1329,1136,943,959,1493,722,751,632,390,615,427,604,380,99,100,346,136,Null,Null,Null,130,133,134,386,Null,170
654,1,3154,1637,1710,3607,16188,1086,24601,2232,2026,1292,3983,5995,14566,3969,1758,2208,7181,3582,3334,1317,2403,5127,3416,2163,9547,2210,817,2481,20789,3563,3757,3349,164,372,5329,1476,514,2154,1532,4844,3836,2236,5401,16745,3345,3663,Null,2414,1961,3047,3241,2460,3119,5229,4367,2703,4174,3873,2655,Null,4100,2376,2688,2434,371,3155,2882,1357,3230,2392,607,3583,3461,2095,1743,3766,5086,3653,3351,652,487,329,99,1275,141,Null,524,698,Null,Null,1021,Null,Null,Null,Null,635,158,3609,Null,1322,1128,927,934,1492,716,758,568,423,1007,423,832,583,98,105,346,Null,Null,Null,Null,132,132,135,442,Null,168
650,102,3109,1629,2065,3620,2514,1087,1803,2187,2026,1399,4001,4276,2143,3896,1745,2232,2135,3619,3349,1345,2401,5073,3404,2174,1468,2289,843,2504,3018,3603,3784,3338,Null,Null,5392,1455,532,19978,1532,4877,3781,2246,5919,1396,3302,3574,Null,2690,1971,2994,3178,2456,3131,5284,4438,2733,4160,3887,2297,Null,4113,2083,2512,2284,377,3257,2977,1354,3211,2232,623,3559,3491,2071,1786,3813,5067,3680,3338,651,418,319,100,761,172,Null,549,710,Null,Null,Null,Null,Null,Null,Null,621,154,3600,Null,1323,1131,937,734,1480,Null,Null,567,379,606,422,607,375,97,101,502,Null,Null,Null,Null,134,135,136,401,Null,169
654,335,2985,1633,1683,3599,2506,1154,1823,2096,2021,345,3824,6985,23359,3841,1745,2248,11734,3420,3386,1475,2454,5054,3265,1783,1483,2273,841,2385,2967,3430,3579,3155,Null,Null,5267,1617,Null,2131,1636,4776,3636,2585,5131,1035,3162,3513,Null,2328,1976,3186,3077,2449,3161,5238,4505,2671,4148,3812,2398,Null,4199,2153,2578,2360,635,3067,2913,1389,3281,2222,601,3526,3475,2175,1806,3781,5021,3519,3076,721,Null,318,98,743,139,Null,443,846,Null,Null,Null,Null,Null,Null,Null,794,155,3617,Null,1312,1129,933,Null,1511,Null,Null,635,553,909,342,723,421,99,98,519,Null,Null,Null,Null,Null,131,136,470,Null,169
649,428,3032,1639,2024,3609,2587,1265,1879,2109,2033,316,3832,329,2111,3860,1818,2262,2134,3361,3404,1469,2469,4926,3294,1808,1553,2274,799,2401,2958,3453,3681,3311,Null,Null,5185,1602,Null,20696,1817,4819,3647,2581,5094,1390,3192,3404,Null,2464,1988,3144,3117,2448,3158,5311,4364,2678,4157,3816,2364,Null,4258,2162,2652,2380,547,3032,2988,1391,3347,2253,153,3492,3538,2246,1887,3751,5022,3567,3175,647,Null,313,98,740,142,Null,438,780,Null,Null,Null,Null,Null,Null,Null,702,151,3600,Null,1314,1128,Null,Null,1515,Null,Null,633,381,607,338,601,384,99,101,344,Null,Null,Null,Null,Null,132,Null,411,Null,169
1158,595,3154,1656,1982,3570,2590,1185,1776,2166,2040,317,3765,310,2181,3865,1749,2272,13779,3506,3127,1411,2431,4872,3441,2178,1529,2175,666,2468,3059,3496,3539,3204,Null,Null,4981,1617,Null,2011,1417,4801,3612,2292,5058,1054,3239,3385,Null,2450,1919,2918,3114,2414,3207,5236,4553,2706,4112,3657,2305,Null,4210,2132,921,2249,414,3126,2881,1351,3204,2281,151,3575,3436,2074,1864,3527,5075,3489,3174,623,Null,310,615,752,138,Null,449,949,Null,Null,Null,Null,Null,Null,Null,844,155,3583,Null,1308,1130,Null,Null,1504,Null,Null,627,394,914,341,642,415,99,98,344,Null,Null,Null,Null,Null,134,Null,482,Null,166
