43,3,292,161,164,346,199,97,225,234,229,16,340,67,216,309,110,222,223,279,269,150,145,388,275,255,113,224,82,156,321,270,375,277,17,72,403,152,85,221,114,322,303,231,391,96,305,290,308,295,228,266,274,261,262,254,370,246,345,282,195,181,362,193,201,141,77,276,245,170,358,194,86,284,264,251,168,272,398,278,267,49,41,24,9,103,23,101,52,57,65,130,129,122,389,258,304,54,50,352,27,121,119,117,120,126,112,116,95,59,90,88,79,108,15,11,53,48,7,69,93,22,14,84,61,56,64
27183,2541,74535,19055,6012,11903,7064,3054,14440,21463,21227,836,18467,3395,7440,10518,3085,8065,8694,9562,9356,6327,3887,11662,8846,9846,4259,7579,3440,3926,12267,8327,11801,9580,733,3424,12263,6361,2696,7928,3048,8909,10940,8653,11793,3048,10784,8736,10868,10947,8671,8545,8793,9877,8314,7176,12849,8593,12425,9125,7272,6090,11925,7046,7121,3889,3424,9641,7839,5839,11743,7704,2752,8651,8400,9869,6471,8340,11548,8487,8811,1953,1586,1838,750,6613,1115,6582,4105,4290,2758,6048,6049,5636,12370,9888,10999,3824,3836,11794,1135,6031,5864,5951,5823,6511,5633,5433,6198,4581,6157,6132,11662,7160,7599,7136,4302,3850,1435,5380,6076,1857,721,6144,5484,4935,4504
1551,2498,10742,6009,6145,11751,7024,3132,7844,7987,10829,743,12326,3459,8252,11167,3120,7897,8647,9513,9372,6355,3882,11884,8793,9768,4519,7537,3686,3893,12965,8433,11802,9552,743,3444,12133,6452,2727,8534,4241,8689,10813,8592,12267,3521,10908,15257,11023,11053,8541,8393,8804,9823,8295,8420,11643,9156,12259,8729,7143,6031,11703,7107,7251,3902,3465,9555,7948,5603,11719,7301,2755,8845,8535,9906,6351,8210,12003,8450,8620,1968,1572,1838,727,6446,1142,6500,3734,4179,2760,6170,6100,5932,Null,10131,Null,3770,3821,12235,Null,5959,5865,6555,5836,5818,5416,5411,6067,4569,6229,6255,5159,6939,1131,730,4318,4009,1415,5232,6295,1886,749,6244,5334,Null,5137
1626,2564,10713,6060,6294,11924,7141,3018,7900,7831,8584,775,12300,3443,7462,10655,3100,8201,8648,9624,10269,6383,3933,11683,8722,9994,4639,7643,3445,3906,12281,8337,11779,9647,741,3463,12297,6467,2719,7804,4257,8805,10779,7974,11884,3009,10664,8737,10944,10913,8551,8859,8694,9841,8464,7368,11790,8662,12352,8736,7255,6125,11852,7412,7266,3942,3435,10197,7957,5873,11751,7391,2710,8709,8250,9833,6373,8707,12196,8437,9544,1988,1573,1865,761,6504,1120,6639,3738,4207,2690,6116,5979,5831,Null,Null,Null,4643,3824,11915,Null,5829,5923,5959,5804,6368,5659,5651,6383,4545,6227,6150,4990,7076,1124,763,4144,3783,Null,Null,6111,1881,732,6169,5406,Null,4628
1567,1478,10722,6290,6090,11873,7170,3093,8656,7802,8768,779,12057,3432,7534,11363,3089,7936,8681,9564,9760,6579,3873,11840,8770,10293,4220,7576,3431,3905,12179,8345,12820,9475,753,3471,12355,6524,2703,7966,4286,8607,10791,7548,11751,3046,10770,8788,11313,11076,8920,8894,8627,9950,8490,7153,11915,9030,12539,8853,8308,6228,12087,7292,7269,3912,5569,9553,8029,5780,11889,7179,2767,8758,8335,9919,6402,8409,11924,8520,8782,1966,1509,1840,730,6481,1095,6435,3797,4277,Null,6020,6115,Null,Null,Null,Null,3842,3836,11995,Null,5943,6001,5866,6041,5836,5643,5450,6128,4574,6275,6086,5095,7124,1113,720,4300,3773,Null,Null,Null,1855,741,6176,5487,Null,4694
1585,2130,10850,6057,6035,11797,7430,3092,7876,7797,8765,730,12332,3414,7486,10909,3131,7905,9345,9605,9485,6269,3962,11633,8647,10052,4281,7482,3456,3931,12133,8380,11804,9755,750,3432,12255,6360,2746,8067,4273,8837,10831,8695,11816,3023,10690,8883,Null,11068,8748,8399,8684,10125,8402,7060,12266,9760,12582,8828,7156,Null,11883,7178,7311,3895,5919,9437,7976,5974,12092,7192,2752,8831,8594,9811,6353,9209,12139,8422,8809,1937,1473,1872,733,6572,1114,Null,3787,4305,Null,Null,6110,Null,Null,Null,Null,3738,3708,12102,Null,5941,5922,5876,5935,5911,5630,5543,6215,4513,6266,6095,5013,7015,1122,739,4179,Null,Null,Null,Null,1884,747,6093,5643,Null,4644
1578,2499,10814,6324,6018,11809,7131,3184,7778,7888,8660,734,12169,3454,7741,10602,3120,8500,8660,9635,9368,6394,3915,11857,8740,9864,4279,7457,3501,3945,12167,8263,11779,9776,Null,Null,12363,6542,2772,7903,4289,8814,11236,8687,11563,3607,10721,9377,Null,10986,8815,8322,8939,10052,8431,7156,11750,8911,12675,8870,7224,Null,11851,7199,7219,3961,5789,9585,7818,5833,11987,7242,2729,8668,8502,10057,6531,8437,11972,8484,8766,1997,1516,1879,770,6544,1129,Null,3980,4146,Null,Null,Null,Null,Null,Null,Null,3828,3873,12768,Null,5828,5981,6631,6030,5885,Null,Null,6370,4686,6623,6094,5167,6993,1110,739,4104,Null,Null,Null,Null,1881,758,6146,5356,Null,4644
1591,2492,12247,6506,6088,11855,7096,3188,7938,7968,8960,728,12386,3451,7661,10771,3091,7865,8608,9626,9695,6639,3866,12299,8695,9813,4233,7589,3495,3914,12329,8265,12082,9437,Null,Null,12286,6438,Null,7945,4248,9055,11435,7572,11911,3074,10690,8805,Null,10848,8975,8841,8728,10353,9004,7273,12057,8569,12415,8710,7248,Null,11972,7109,7090,3937,3491,9424,7908,5717,11885,7095,2705,8803,8596,9935,6650,8607,11884,8370,8814,1954,Null,1832,739,6462,1129,Null,3839,4206,Null,Null,Null,Null,Null,Null,Null,3720,3810,12104,Null,5975,5987,5829,Null,5916,Null,Null,6308,4717,6241,6246,5236,6976,1125,753,4190,Null,Null,Null,Null,Null,752,6163,5316,Null,4838
1596,2541,10819,6226,6450,11810,7076,3338,7795,7951,8659,731,12414,3423,7586,11058,3143,8097,8546,9435,9658,6379,5515,11978,8748,9995,4253,7589,3484,3923,12250,8479,12177,10211,Null,Null,12430,6350,Null,7485,3074,8904,10874,7721,11637,3079,10598,8718,Null,10962,9071,8912,8720,10197,8405,7043,11803,8768,12841,8807,7489,Null,12012,7341,7395,3949,5133,9678,8030,5738,12181,8036,6292,8728,8645,9834,6502,8390,11707,8362,8693,1962,Null,1867,760,6511,1151,Null,3802,4220,Null,Null,Null,Null,Null,Null,Null,3757,3783,12220,Null,6360,5830,Null,Null,5783,Null,Null,6676,4573,6228,6250,5092,6999,1119,740,4775,Null,Null,Null,Null,Null,724,Null,5249,Null,4517
1614,2487,10629,6557,6299,12002,7360,3082,7968,7861,9483,717,12401,3446,7736,10827,3100,8149,8607,9623,9611,6511,3907,11933,8830,9951,4234,7633,3519,3910,12575,8592,11959,9576,Null,Null,13301,6539,Null,7690,4301,8879,11408,8713,11813,3072,10886,8854,Null,10891,8724,8375,8757,10180,8610,7214,11869,8804,12382,8806,7319,Null,12126,7626,9783,3934,5003,10718,8000,5692,11862,7283,6249,8982,8329,9912,6859,8681,11821,8471,8710,1972,Null,1850,738,6444,1130,Null,3803,4112,Null,Null,Null,Null,Null,Null,Null,3737,3828,12055,Null,5810,5914,Null,Null,5877,Null,Null,6273,4597,6160,6103,4968,7036,1112,754,4133,Null,Null,Null,Null,Null,758,Null,5308,Null,4534
